Handle,Title,Description,Vendor,Product Category,Type,Tags,Price,Status
jensen-platform-bed,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
jensen-platform-bed,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
ver-tex-mattress-protector,Ver-Tex Mattress Protector,"<h3>Stay Cool and Protected with the Ver-Tex Mattress Protector</h3>
<p><strong>Perfect for hot sleepers and hot climates, MySnoozePod's Ver-Tex™ Performance® Mattress Protector</strong> provides superior protection and comfort. This protector combines advanced cooling technology with a secure fit to ensure a comfortable and uninterrupted night’s sleep.</p>
<!---->",Bed Gear,Home & Garden > Linens & Bedding > Bedding > Mattress Protectors,Mattress Protector,"Bedding, Mattress Protector",0.0,active
ver-tex-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
ver-tex-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
ver-tex-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
ver-tex-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
ver-tex-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
ver-tex-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
ver-tex-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
ver-tex-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
ver-tex-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
ver-tex-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-mattress-protector,Dri-Tec Mattress Protector,"<h3>Achieve the Perfect Sleep Environment with the Dri-Tec Mattress Protector</h3>
<p><strong>Enhance your sleep experience with MySnoozePod's Dri-Tec® Performance® Mattress Protector</strong>, designed to keep you dry, comfortable, and protected throughout the night. This mattress protector combines advanced moisture-wicking technology with breathable layers to ensure a clean, healthy sleep environment.</p>
<!---->",Bed Gear,Home & Garden > Linens & Bedding > Bedding > Mattress Protectors,Mattress Protector,"Bedding, Mattress Protector",0.0,active
dri-tec-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Hyper-Cotton Sheet Set,"<div class=""flex-shrink-0 flex flex-col relative items-end"">
<div>
<div class=""pt-0.5 juice:pt-0"">
<div class=""gizmo-shadow-stroke flex h-6 w-6 items-center justify-center overflow-hidden rounded-full juice:h-8 juice:w-8"">
<div class=""h-6 w-6 juice:h-full juice:w-full"">
<div class=""gizmo-shadow-stroke overflow-hidden rounded-full""><br></div>
</div>
</div>
</div>
</div>
</div>
<div class=""group/conversation-turn relative flex w-full min-w-0 flex-col agent-turn"">
<div class=""flex-col gap-1 md:gap-3"">
<div class=""flex flex-grow flex-col max-w-full"">
<div data-message-author-role=""assistant"" data-message-id=""d95df828-7406-4d2d-97d4-caf15b3b7060"" dir=""auto"" class=""min-h-[20px] text-message flex flex-col items-start whitespace-pre-wrap break-words [.text-message+&amp;]:mt-5 juice:w-full juice:items-end overflow-x-auto gap-2"">
<div class=""flex w-full flex-col gap-1 juice:empty:hidden juice:first:pt-[3px]"">
<div class=""markdown prose w-full break-words dark:prose-invert light"">
<h3>Classic Comfort with a Modern Twist: Hyper-Cotton Sheet Set</h3>
<p><strong>Elevate your sleep experience with MySnoozePod's Hyper-Cotton™ Sheet Set</strong>, combining the timeless comfort of cotton with advanced technologies for enhanced softness, breathability, and overall comfort. Designed to keep you cool and comfortable night after night, these sheets are a perfect blend of classic feel and modern performance.</p>
</div>
</div>
</div>
</div>
</div>
</div>
<!---->",Bed Gear,Home & Garden > Linens & Bedding > Bedding > Bed Sheets,Sheet Sets,"Bedding, Sheet Set",0.0,active
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
hyper-cotton-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Dri-Tec Sheet Set,"<h3>Experience Ultimate Comfort with the Dri-Tech Sheet Set</h3>
<p><strong>Say goodbye to sweaty sleepless nights with MySnoozePod's Dri-Tech Sheet Set</strong>, designed to keep you dry, cool, and comfortable all night long. Part of our comfort stretch collection, these sheets are engineered for moisture-wicking performance and an ultra-soft feel, ensuring a deeper and more restorative sleep.</p>
<!---->",Bed Gear,Home & Garden > Linens & Bedding > Bedding > Bed Sheets,Sheet Sets,Sheet Set,0.0,active
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
dri-tec-sheet-set,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
essentials-motion-adjustable-base-1,Essentials Motion Adjustable Base,"<h3>Discover Essential Comfort with the Essentials Motion Adjustable Base</h3>
<p><strong>Upgrade your sleep experience with MySnoozePod's Essentials Motion Adjustable Base</strong>, offering convenience and the health benefits of an adjustable bed base. This entry-level adjustable base is designed to enhance your comfort and support, making it perfect for those looking to improve their sleep quality and overall relaxation.</p>
<!---->",Malouf,Furniture > Beds & Accessories > Beds & Bed Frames,Base,"Base, Motion Base",0.0,active
essentials-motion-adjustable-base-1,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
essentials-motion-adjustable-base-1,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
essentials-motion-adjustable-base-1,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
essentials-motion-adjustable-base-1,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
10-all-foam-mattress-copy,"12"" All Foam Mattress","<div class=""flex-shrink-0 flex flex-col relative items-end"">
<div>
<div class=""pt-0.5 juice:pt-0"">
<div class=""gizmo-shadow-stroke flex h-6 w-6 items-center justify-center overflow-hidden rounded-full juice:h-8 juice:w-8"">
<div class=""h-6 w-6 juice:h-full juice:w-full""></div>
</div>
</div>
</div>
</div>
<div class=""group/conversation-turn relative flex w-full min-w-0 flex-col agent-turn"">
<div class=""flex-col gap-1 md:gap-3"">
<div class=""flex flex-grow flex-col max-w-full"">
<div class=""min-h-[20px] text-message flex flex-col items-start whitespace-pre-wrap break-words [.text-message+&amp;]:mt-5 juice:w-full juice:items-end overflow-x-auto gap-2"" dir=""auto"" data-message-id=""33bd6b12-e0e1-40c9-9f2a-ca710e16deb4"" data-message-author-role=""assistant"">
<div class=""flex w-full flex-col gap-1 juice:empty:hidden juice:first:pt-[3px]"">
<div class=""markdown prose w-full break-words dark:prose-invert light"">
<h3>Experience Superior Comfort with the 12"" All Foam Mattress</h3>
<p><strong>Discover the ultimate in sleep comfort with MySnoozePod's 12"" All Foam Mattress</strong>, Engineered for breathability and cool-to-the-touch comfort, this mattress is designed to conform to your body, providing a restful and rejuvenating sleep experience every night.</p>
</div>
</div>
</div>
</div>
</div>
</div>
<!---->",Bed Gear,Furniture > Beds & Accessories > Mattresses,Mattress,"All Foam Mattress, Mattress",0.0,active
10-all-foam-mattress-copy,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
10-all-foam-mattress-copy,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
10-all-foam-mattress-copy,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
10-all-foam-mattress-copy,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
10-all-foam-mattress-copy,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
10-all-foam-mattress-copy,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
10-all-foam-mattress,"10"" All Foam Mattress","<div class=""flex-shrink-0 flex flex-col relative items-end"">
<div>
<div class=""pt-0.5 juice:pt-0"">
<div class=""gizmo-shadow-stroke flex h-6 w-6 items-center justify-center overflow-hidden rounded-full juice:h-8 juice:w-8"">
<div class=""h-6 w-6 juice:h-full juice:w-full"">
<div class=""gizmo-shadow-stroke overflow-hidden rounded-full""><br></div>
</div>
</div>
</div>
</div>
</div>
<div class=""group/conversation-turn relative flex w-full min-w-0 flex-col agent-turn"">
<div class=""flex-col gap-1 md:gap-3"">
<div class=""flex flex-grow flex-col max-w-full"">
<div data-message-author-role=""assistant"" data-message-id=""33bd6b12-e0e1-40c9-9f2a-ca710e16deb4"" dir=""auto"" class=""min-h-[20px] text-message flex flex-col items-start whitespace-pre-wrap break-words [.text-message+&amp;]:mt-5 juice:w-full juice:items-end overflow-x-auto gap-2"">
<div class=""flex w-full flex-col gap-1 juice:empty:hidden juice:first:pt-[3px]"">
<div class=""markdown prose w-full break-words dark:prose-invert light"">
<h3>Experience Superior Comfort with the 10"" All Foam Mattress</h3>
<p><strong>Discover the ultimate in sleep comfort with MySnoozePod's 10"" All Foam Mattress.</strong> Engineered for breathability and cool-to-the-touch comfort, this mattress is designed to conform to your body, providing a restful and rejuvenating sleep experience every night.</p>
</div>
</div>
</div>
</div>
</div>
</div>
<!---->",Bed Gear,Furniture > Beds & Accessories > Mattresses,Mattress,"All Foam Mattress, Mattress",0.0,active
10-all-foam-mattress,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
10-all-foam-mattress,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
10-all-foam-mattress,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
10-all-foam-mattress,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
10-all-foam-mattress,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
10-all-foam-mattress,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
3-down-alternative-mattress-topper,"3"" Down Alternative Mattress Topper","<h3>Experience Luxurious Comfort with the 3"" Down Alternative Mattress Topper</h3>
<p><strong>Transform your bed with MySnoozePod's 3"" Down Alternative Mattress Topper</strong>, designed to add a plush, cozy layer to any mattress. This premium mattress topper combines the softness of down with hypoallergenic materials, ensuring a restful and allergy-free sleep experience.</p>
<!---->",Malouf,Home & Garden > Linens & Bedding > Bedding,Mattress Topper,"Bedding, Mattress Topper",0.0,active
3-down-alternative-mattress-topper,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
3-down-alternative-mattress-topper,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
3-down-alternative-mattress-topper,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
3-down-alternative-mattress-topper,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
3-down-alternative-mattress-topper,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
3-down-alternative-mattress-topper,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
2-5-gel-memory-foam-mattress-topper,"2.5"" Gel Memory Foam Mattress Topper","<h3>Experience Enhanced Comfort with the 2.5"" Gel Memory Foam Mattress Topper</h3>
<p><strong>Upgrade your sleep with MySnoozePod's 2.5"" Gel Memory Foam Mattress Topper</strong>, designed to provide superior cooling and relief from heat and sleeping pressures. This mattress topper is perfect for those looking to enhance the comfort of their existing mattress with advanced cooling technology and supportive memory foam.</p>
<!---->",Malouf,Home & Garden > Linens & Bedding > Bedding,Mattress Topper,"Bedding, Mattress Topper",0.0,active
2-5-gel-memory-foam-mattress-topper,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
2-5-gel-memory-foam-mattress-topper,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
2-5-gel-memory-foam-mattress-topper,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
2-5-gel-memory-foam-mattress-topper,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
2-5-gel-memory-foam-mattress-topper,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
terry-mattress-protector,Terry Mattress Protector,"<p data-mce-fragment=""1"">The Terry Mattress Protector offers superior protection for your mattress. Made with high-quality materials, it ensures complete coverage for your mattress, protecting it against spills, stains, and allergens. Keep your mattress fresh and clean for longer, while also prolonging its lifespan with this essential product.</p>",Malouf,Home & Garden > Linens & Bedding > Bedding > Mattress Protectors,Mattress Protector,"Bedding, Mattress Protector",0.0,active
terry-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
terry-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
terry-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
terry-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
terry-mattress-protector,Unknown,,Unknown,Uncategorized,Unknown,,0.0,inactive
